Date,State,Dead,Injured,Total,Description
24/05/2021,Ohio,4,0,4,At least four people were killed at an apartment complex.
24/05/2021,New York,0,4,4,Four people were wounded at a basketball court near a local marina when someone opened fire.
23/05/2021,Illinois,0,4,4,Four men were wounded outside a home in East Garfield Park after a man opened fire in the afternoon.
23/05/2021,New Jersey,0,5,5,A shooting at large gathering left five people injured.
23/05/2021,Virginia,0,4,4,Four people were wounded in an overnight shooting.
23/05/2021,Ohio,3,8,11,Three people were killed and eight injured at a local bar in the early morning.
23/05/2021,Illinois,0,4,4,An overnight shooting at a private party left four people injured.
22/05/2021,Texas,0,4,4,Four people were injured after a shooting at a sports complex.
22/05/2021,Ohio,1,5,6,A 16-year-old was killed and at least five other teenagers were wounded in a shooting at Bicentennial Park.
22/05/2021,Minnesota,2,8,10,"The incident happened in the early morning near a downtown nightclub, after two men opened fire on each other during an argument."
22/05/2021,Indiana,1,4,5,A woman was killed and four others wounded shortly after midnight. An argument had escalated in the parking lot and gunfire struck people inside their apartments.
22/05/2021,South Carolina,1,14,15,A teenager was killed and fourteen injured after a shooting at an unauthorized concert.
22/05/2021,New Jersey,2,12,14,Two people were killed and twelve others injured at a large house party in a targeted attack.
21/05/2021,New York,1,5,6,One person was killed and five others were injured. The injured walked themselves to the hospital.
21/05/2021,New Jersey,2,4,6,Two people were killed and four injured in a late night shooting.
20/05/2021,Indiana,0,4,4,Four people were wounded after a fight escalated into a shooting.
18/05/2021,California,2,5,7,"Seven people were shot on a party bus celebrating a birthday, two fatally. Police have offered a $40,000 reward for information about the suspect(s)."
18/05/2021,California,1,4,5,A pregnant bystander was shot and killed when a fight led to gunfire on a public street and four others were wounded.
17/05/2021,Oregon,0,4,4,Four people were shot on Swan Island in an incident that is described by law enforcement as gang-related.
16/05/2021,Ohio,1,3,4,Responding officers to a fight and shooting call found a man dead and three others wounded at a nightclub.
16/05/2021,Georgia,0,4,4,Four people were wounded leaving the Trap Music Museum in an early morning drive-by shooting.
16/05/2021,Michigan,0,5,5,Five people were shot at a party at an apartment complex.
16/05/2021,Georgia,0,4,4,Four people were wounded in an early morning shooting at a Waffle House.
16/05/2021,Alabama,1,4,5,A suspect in a double homicide opened fire on a SWAT team attempting to carry out a search warrant. The suspect was killed and four officers wounded.
16/05/2021,Georgia,1,5,6,A man was killed and five injured in a drive-by shooting while standing outside a gas station.
15/05/2021,New York,1,4,5,One person was killed and four other were injured in shooting in The South Bronx.
15/05/2021,"Washington, D.C.",1,3,4,A man died and two women and another man were wounded in an afternoon shooting.
15/05/2021,Illinois,2,3,5,Two people were killed and three wounded at an early morning gathering in the Auburn Gresham neighborhood.
14/05/2021,Pennsylvania,0,4,4,Three men and a woman were wounded in an evening shooting in West Philadelphia.
13/05/2021,"Washington, D.C.",0,4,4,"Four men found in two separate locations were wounded after a man left a vehicle and opened fire in Southeast Washington, DC."
13/05/2021,Georgia,2,2,4,Two women died and two others were injured in an apartment shooting.
13/05/2021,Rhode Island,0,9,9,"Nine people were shot in Washington Park. According to police, the shooting is the largest in terms of injured in Providence's history."
12/05/2021,Georgia,1,3,4,One person died and three were injured after a shooting at an apartment complex.
11/05/2021,Maryland,0,4,4,Four people were injured in a shooting at a housing complex in West Baltimore.
10/05/2021,Alabama,0,7,7,Seven people were injured in a shooting at a package store.
09/05/2021,Colorado,7,0,7,2021 Colorado Springs shooting: Six people were killed when a man opened fire at a birthday party in a trailer park. The shooter (Teodoro Macias) took his own life shortly afterwards.
09/05/2021,Arizona,1,7,8,Shortly after midnight a fight broke out at Hyatt Regency Phoenix in Downtown Phoenix with a man was killed and seven others wounded.
08/05/2021,California,0,4,4,Four people were wounded in the parking lot of a night club during the early morning. Responding officers had to break up multiple fights upon arriving.
08/05/2021,California,0,4,4,Four people were wounded in the early morning while standing outside for a gathering near Lake Merritt.
08/05/2021,Michigan,0,4,4,Shortly after midnight four people were wounded in an alley in the city's Westside.
08/05/2021,Maryland,4,1,5,A man killed three people and injured a fourth near a townhouse before setting it on fire. Responding officers shot and killed him. The man was reportedly being watched by the FBI before the incident.
07/05/2021,Missouri,2,3,5,A fight broke out at a large outdoor party resulting in two men being killed and three others wounded.
06/05/2021,New Jersey,0,5,5,Five people were wounded in a drive-by shooting during the evening. Thirty minutes prior another two had been injured in a separate drive-by shooting.
05/05/2021,Illinois,0,4,4,Four people were shot while sitting on a porch in the South Shore neighborhood.
03/05/2021,Michigan,1,4,5,A man died and four others were wounded after a shooting at a house party.
02/05/2021,Ohio,0,4,4,Three men and one woman were injured in an afternoon shooting after a man entered a restaurant and opened fire.
02/05/2021,Pennsylvania,1,3,4,One person died and three others were injured after a shooting in Frankford.
02/05/2021,Maryland,1,3,4,"One person was killed, and three others injured at Carroll Park."
02/05/2021,Illinois,0,5,5,Two men and three women were wounded after a drive-by shooting on the West Side.
02/05/2021,Minnesota,0,4,4,A shooting at a house party left four people injured.
01/05/2021,Florida,1,3,4,A shooting left one person dead and three injured at the Brown Sugar Festival.
01/05/2021,Massachusetts,0,5,5,Five people were shot outside the Clubhouse Lounge.
01/05/2021,Wisconsin,3,1,4,"At a casino on Oneida land, a man shot and killed 2 people, and seriously wounded another, before being shot dead by responding police officers."
01/05/2021,New York,1,4,5,A shooting left at least one dead and four more injured at an outdoor gathering.
01/05/2021,Louisiana,2,4,6,Two people were killed and four more were injured in a shooting.
01/05/2021,Georgia,1,3,4,A teenage girl and three others were wounded in a shooting.
01/05/2021,Delaware,0,4,4,Two men and two women were shot and injured.
29/04/2021,Georgia,1,4,5,One person died and four other people were injured after a shooting at a southwest Atlanta home in a drive-by shooting.
28/04/2021,Florida,0,5,5,Five people were injured during a shooting at a Miami home.
28/04/2021,North Carolina,5,0,5,Two deputies were killed and three other people including a suspected gunman were found dead after a standoff.
27/04/2021,Alabama,1,4,5,A shooting left at least one person dead and four more injured.
27/04/2021,Virginia,2,3,5,A three-month-old and her mother were killed after being caught in the crossfire between two groups. Three others are recovering after being shot.
26/04/2021,Oregon,0,7,7,Seven people were shot during a vigil for a shooting victim.
25/04/2021,Louisiana,0,5,5,A shooting at a Houma nightclub left five people injured.
25/04/2021,Alabama,0,4,4,An overnight shooting left four people injured at an outdoor party.
25/04/2021,Arkansas,1,3,4,A drive-by shooting left one person dead and three others injured at Cheatham Park.
25/04/2021,Missouri,1,3,4,A man is dead and three more are injured after a quadruple shooting in the city's historic jazz district.
25/04/2021,Texas,0,4,4,A shooting that occurred at a local night club left four people injured.
24/04/2021,Louisiana,0,5,5,Five people were wounded in a shooting on Bourbon Street.
22/04/2021,California,1,4,5,A man was arrested after two overnight shootings in downtown San Diego left one person dead and four others injured.
19/04/2021,United States Virgin Islands,2,2,4,"Four people were shot, two fatally, at a housing complex."
19/04/2021,Texas,2,3,5,"Five people were shot, two fatally, in Independence Heights."
19/04/2021,Georgia,0,5,5,"Five people were wounded, one critically, at an apartment complex in southwest Atlanta."
18/04/2021,Alabama,1,4,5,"A shooting over the weekend left four people injured, including juveniles, and one woman dead."
18/04/2021,Louisiana,0,5,5,Five victims have shown up at a Shreveport hospital in connection with a shooting on Hearne Avenue.
18/04/2021,Michigan,1,5,6,"Police were investigating a shooting that wounded five, as well as a fatal car crash nearby, when a man drove through the crime scene and later fired at officers. Officers then fired back, killing the man. It is not known if this man was connected to the earlier shooting."
18/04/2021,Wisconsin,3,2,5,Three people were killed and two injured after a shooting at a tavern.
17/04/2021,Louisiana,0,9,9,Nine people were shot and injured during a 12-year old's birthday party.
17/04/2021,Ohio,1,5,6,A woman was killed and five were wounded after a shooting at a vigil for a homicide victim.
16/04/2021,Michigan,0,4,4,Four people were shot at a vigil on the East Side.
15/04/2021,Indiana,9,7,16,"Indianapolis FedEx shooting: A shooting occurred outside a FedEx facility near Indianapolis International Airport. Nine people were reported dead, including the shooter, who committed suicide. The shooter has been identified as 19-year old Brandon Scott Hole, a former employee of the FedEx facility."
15/04/2021,"Washington, D.C.",0,4,4,Three men and a teenage girl were wounded in Northeast DC.
15/04/2021,Florida,0,5,5,Five people were shot outside an apartment complex. Police say there were four shooters.
15/04/2021,Illinois,0,4,4,Four people were wounded in Humboldt Park.
13/04/2021,Maryland,0,4,4,Four men were shot by at least two people while playing a dice game in East Baltimore.
12/04/2021,Illinois,1,3,4,"Four people were shot, one fatally, on the I-290. In addition, a fifth person was hit by a car."
12/04/2021,Tennessee,1,3,4,A three-year-old girl was shot and killed; a two-year-old girl and two adult males were shot and injured in the Cumberland View apartments of the North Nashville neighborhood.
12/04/2021,Georgia,1,3,4,"During a vehicle pursuit, three police officers were shot and one of the occupants of the suspect vehicle was killed by police."
11/04/2021,Kansas,1,3,4,One man was killed and three others wounded at an Airbnb.
11/04/2021,Washington,0,5,5,Five people were shot in a parking lot.
10/04/2021,Missouri,1,3,4,"A man shot several people at a convenience store. Police say the man knew one of the victims, but the motive is unclear."
10/04/2021,Tennessee,1,4,5,Five people were shot at an auto repair shop.
10/04/2021,Connecticut,0,4,4,Four people were wounded in a shooting.
10/04/2021,Michigan,0,4,4,"A shooting at an Allendale apartment complex near Grand Valley State University injured four people, leaving one critically injured."
09/04/2021,Texas,1,5,6,"Six people were shot, one fatally, during a shootout between two vehicles. Police say the shooting may have been gang related. One of the wounded was in a non-related vehicle, and another was in his home."
08/04/2021,Texas,1,5,6,"A shooting at a cabinet manufacturing store left one person dead, four in critical condition, and one in stable condition. One of the injured is a Texas State Trooper. The suspected shooter is now in custody."
07/04/2021,Wisconsin,2,2,4,"Four people were shot at a Northside gas station, two of them fatally."
07/04/2021,South Carolina,7,0,7,"2021 Rock Hill shooting: Six people, including two children, were killed in a mass shooting at a Rock Hill home. The perpetrator, a former professional NFL player was found dead by suicide in a nearby home."
06/04/2021,Michigan,1,3,4,Four people were shot in the Cornerstone Village neighborhood.
06/04/2021,New York,4,0,4,"A man killed the mother of his child and two of her daughters, then later killed himself at the New York City Housing Authority's Van Dyke Houses Brownsville neighborhood of Brooklyn."
05/04/2021,Illinois,0,7,7,Seven people were injured in a shooting in West Englewood.
05/04/2021,Maryland,0,5,5,Five men were injured in a shooting.
05/04/2021,Texas,6,0,6,Two brothers are suspected to have made a suicide pact before they shot and killed four family members and then fatally shot themselves in a suburban home.
04/04/2021,Louisiana,0,6,6,Two men were arrested for a shooting at a bar that wounded six people.
04/04/2021,Alabama,1,6,7,"A woman was killed at a park, and six others, including a 5-year-old boy, were wounded."
04/04/2021,Texas,0,4,4,Four people were wounded in a drive-by shooting.
03/04/2021,Alabama,0,5,5,Two people were arrested after a shooting injured five people.
03/04/2021,Florida,0,7,7,Seven were wounded after a nightclub shooting.
03/04/2021,North Carolina,3,4,7,"Seven people were shot, three fatally, during a house party."
31/03/2021,California,4,2,6,"2021 Orange, California office shooting: Six people were shot. Four people, including a child, were killed and two hospitalized."
31/03/2021,"Washington, D.C.",2,3,5,Five people were shot in the Congress Heights neighborhood. Two of the victims were killed and three others were injured.
30/03/2021,Texas,0,4,4,Several people were wounded in the Acres Homes area in separate shootings. Houston Police believe the shootings may be connected.
28/03/2021,Maryland,5,1,6,A man killed his parents and two others before setting himself on fire. A fifth person was wounded by gunfire but survived.
28/03/2021,Illinois,0,4,4,Four people were struck by gunfire on a vehicle on Interstate 57.
28/03/2021,Texas,0,4,4,"Four people were injured, two critically, after a shooting at an apartment complex."
28/03/2021,Ohio,0,7,7,Seven people were injured after a shootout at a motorcycle club.
27/03/2021,Illinois,1,3,4,"Four people were shot, one fatally, on a party bus."
27/03/2021,Illinois,0,4,4,Four people were wounded after a shooting in the Austin neighborhood.
27/03/2021,Mississippi,0,6,6,Several people were injured after a shooting at a nightclub.
27/03/2021,Tennessee,3,2,5,"In an early morning shooting in Northern Memphis, three people were killed and two people were injured. Of the injured, a man is in critical condition and a woman is in stable condition."
26/03/2021,Pennsylvania,0,7,7,"Seven people were shot outside a sports bar in Fishtown. Three of the victims are in critical condition, and four are in stable condition."
26/03/2021,Virginia,2,8,8,"Eight people were injured after a fight led to a shooting. Two other shootings, one of which was officer-involved, also occurred that night, though it is unknown if they were related to the original shooting."
26/03/2021,Illinois,1,7,8,One person died and seven others were injured at a party in the Southwest Side of Chicago.
23/03/2021,Georgia,0,4,4,"Four people including a child were injured at the entrance of the Cumberland Mall, although the mall was not evacuated. A similar shooting took place in December 2019."
23/03/2021,Alabama,2,2,4,"Four people, including two high school students, were shot. One of the high school students later died."
22/03/2021,Michigan,1,3,4,"Four people were shot in a vehicle, one fatally."
22/03/2021,Ohio,2,2,4,"Four people were shot at a restaurant, two fatally."
22/03/2021,Colorado,10,2,12,"2021 Boulder shooting: Ten people were killed including a Boulder police officer, in a shooting at a grocery store. The shooter was shot in the leg by responding police."
20/03/2021,Texas,0,5,5,Five people were shot at a nightclub.
20/03/2021,Texas,1,7,8,One person died and seven others were wounded after a shooting at a nightclub.
20/03/2021,Pennsylvania,1,4,5,"Five people were shot, one fatally, at a party in the Nicetown neighborhood."
18/03/2021,Oregon,0,4,4,Four people were hospitalized after a shooting at a motel.
18/03/2021,Louisiana,0,4,4,Four people were shot in the 7th Ward.
17/03/2021,California,0,5,5,Five people were wounded after a drive-by shooting at a vigil. Police say the victims are uncooperative.
16/03/2021,Arizona,4,1,5,Four people died after a shooting at a home. One man was injured and is expected to survive.
16/03/2021,Georgia,8,1,9,"2021 Atlanta spa shootings: A series of mass shootings occurred at massage parlors. Eight people were killed in the incidents and one person was wounded, six victims were women of Asian descent. The suspect was arrested in Crisp County and told police he planned to continue his massacre in Florida."
15/03/2021,Indiana,1,4,5,One person died and four were injured after an overnight shooting in the Northside.
14/03/2021,Florida,0,4,4,Four people were shot outside a banquet hall.
14/03/2021,Illinois,0,4,4,Four people were injured during a robbery in the South Side.
14/03/2021,Illinois,2,13,15,Two people were killed and 13 injured at an early morning party in South Side.
13/03/2021,New York,0,5,5,"Five people were shot at a hookah parlor in Williamsburg, Brooklyn."
13/03/2021,Virginia,2,4,6,Two people were killed and four injured at a parking lot.
13/03/2021,Indiana,4,1,5,"Police found a woman who had been shot and learned there may be other victims at a different home. Police arrived at the home and found four dead, including a child."
13/03/2021,Florida,1,3,4,One person was killed and three injured at an early morning party.
12/03/2021,North Carolina,0,4,4,"Four people, including a minor, were injured in a shooting."
11/03/2021,New Mexico,1,3,4,"Following an argument, a man shot at a car of people, killing one and wounding three."
11/03/2021,South Carolina,1,4,5,One person was killed and four injured outside a motorcycle business.
11/03/2021,Pennsylvania,2,2,4,"Four people were shot in Overbrook, two fatally. One of the deceased was 16-years-old."
10/03/2021,Pennsylvania,0,4,4,Four people were shot in Kensington.
10/03/2021,Texas,3,1,4,Three people were killed and one was injured in Southwest Houston. Two of the victims were 18-years-old.
08/03/2021,Florida,1,3,4,One man died and three people were injured in a shooting. Police believe the shooting was targeted.
07/03/2021,Mississippi,0,4,4,"Three adults and a two-year-old child were injured at a child's birthday party, in a local apartment building. The shooter was arrested the next day."
06/03/2021,California,2,3,5,Two were killed and three injured after a drive-by shooting at a backyard gathering.
06/03/2021,North Carolina,1,4,5,One man was killed and four people were injured in an early-morning shooting.
05/03/2021,California,1,4,5,A shooting at a restaurant killed a man from Pennsylvania and injured four others. Police say the shooting was gang-related.
04/03/2021,"Washington, D.C.",0,5,5,Several people were injured in a shooting at a convenience store in the Southwest section of the district.
03/03/2021,Pennsylvania,1,3,4,One person died and three were injured after a shooting at a tavern.
28/02/2021,Texas,0,4,4,Four people were injured at a parking lot in Northwest Houston. Police say the incident was a case of road rage.
28/02/2021,Ohio,4,2,6,"A man shot and killed his wife and two others, wounding a fourth. He was later shot and injured by police in Detroit and was taken to a nearby hospital and died days later."
28/02/2021,Indiana,0,4,4,Four people were shot at a gas station. One of the wounded was a 7-year-old girl.
28/02/2021,South Carolina,0,4,4,Four people were shot at an apartment complex. The shooting occurred at one of the wounded's apartments.
28/02/2021,Louisiana,0,5,5,"Five people were wounded in a drive-by shooting. Four were outside, and one was in a store."
28/02/2021,Delaware,0,4,4,Four people were wounded in an IHOP parking lot during the early morning.
27/02/2021,Mississippi,0,4,4,Four people were injured after a shooting in South Columbus.
27/02/2021,Mississippi,2,3,5,"A conflict between two men led to a shooting at a birthday party, killing two and injuring three."
26/02/2021,California,1,3,4,"Four were shot, one fatally, after a drive-by shooting outside a market."
26/02/2021,Texas,1,5,6,"Six men were injured at a local car wash, with one man found by police and five others identified at a local hospital."
26/02/2021,Louisiana,0,4,4,Four people were shot and injured on Paige Street.
21/02/2021,North Carolina,0,4,4,Four people were wounded after a shooting at a mobile home park.
21/02/2021,Missouri,1,4,5,One man died and four people were injured after an overnight shooting at a club.
20/02/2021,Pennsylvania,1,3,4,One man died and three people were injured after a shooting at a bowling alley.
20/02/2021,Illinois,1,4,5,One man died and four people were injured after an overnight shooting in Springfield.
20/02/2021,Louisiana,3,2,5,"A man shot and killed two people at a gun store. Several people then engaged the original shooter both inside and outside the store, causing injuries to two more people. It is still unclear whether the original shooter was shot dead by engaging responders or committed suicide."
19/02/2021,Colorado,1,3,4,"Four people were shot, one fatally, at a party. Most of the people at the party were of college-age."
18/02/2021,Louisiana,1,3,4,A man was killed and three others injured inside a barbershop.
17/02/2021,Pennsylvania,0,8,8,"A shooter injured eight people, including a seventeen-year-old, near the Olney Transportation Center."
16/02/2021,Florida,3,1,4,"A man suspected in a homicide shot several family members at a house where his grandmother and great-grandmother lived, killing them and his uncle. A woman with gunshot wounds was able to escape to a neighbor's house for help."
13/02/2021,California,0,6,6,A shooting in Bayview injured six people.
13/02/2021,Indiana,0,4,4,One adult and three juveniles were discovered wounded by gunfire in a vehicle stopped at an intersection.
13/02/2021,North Carolina,1,3,4,One person died and three others were wounded in an early morning shooting.
13/02/2021,California,0,6,6,Six wounded men were found after a Shot Spotter alert in the Old Oakland Historic District. The victims are uncooperative with officers.
11/02/2021,Georgia,1,4,5,"Five people were shot, one fatally in an evening shooting near the Signature Event Center."
10/02/2021,Georgia,0,4,4,Four people were injured during a shootout between two vehicles. Two of the injured were minors.
09/02/2021,Texas,0,4,4,Four men were shot and injured in a drive-by shooting at Acres Homes.
09/02/2021,Minnesota,1,4,5,2021 Buffalo clinic attack: A nurse was killed and four other people were shot and seriously wounded inside of a health care clinic. The perpetrator had made previous threats to commit a mass shooting at the clinic.
08/02/2021,Alabama,0,4,4,Three adults and a juvenile were shot and injured in an evening shooting.
06/02/2021,Louisiana,0,4,4,Three teens and one adult were shot at a house party.
06/02/2021,Washington,1,3,4,A shooting at an illegal club killed one and injured three.
06/02/2021,Tennessee,1,4,5,One man was killed in a shooting at a party while two others were hospitalized. Another two were grazed by bullets but refused treatment.
06/02/2021,Illinois,1,5,6,A shooting at a hotel killed one man and wounded five others.
05/02/2021,Mississippi,3,1,4,A shooting at a club left three people dead and one injured.
05/02/2021,Virginia,2,2,4,"Two were killed in a shooting at a restaurant, while two others were injured. One of the shooters engaged in a gunfight with the police."
05/02/2021,Pennsylvania,1,3,4,"Four men were shot at a hookah lounge, one fatally."
04/02/2021,North Carolina,2,3,5,"During a hostage situation, a man killed a woman and shot three officers. The man was later killed by police."
03/02/2021,Colorado,3,1,4,"A shooter attacked four people at an apartment complex near Fort Carson, killing three."
03/02/2021,Colorado,2,3,5,"Police discovered a wounded man, who told them he had been shot by another man. The shooter was discovered shortly afterward in a home where he killed one and injured two before being killed by a resident of the home."
03/02/2021,Tennessee,1,3,4,One person died in North Memphis and three others were injured in a shooting.
02/02/2021,Oklahoma,6,1,7,"2021 Muskogee shooting: Five children and one adult were shot and killed, and one other adult suffered life-threatening injuries, after a home shooting. The slain adult was the adult brother of the perpetrator."
02/02/2021,Florida,3,3,6,"2021 Sunrise, Florida shootout: Two FBI agents were shot and killed and three others wounded attempting to serve a warrant. The suspect barricaded himself in his home and opened fire before shooting and killing himself."
01/02/2021,New York,1,3,4,A man was killed and a woman and two men injured in the early morning.
30/01/2021,New York,1,4,5,"A woman was shot and killed, and four other people were injured after a shooting."
29/01/2021,Pennsylvania,2,3,5,Two people were killed and three others injured after a shooting outside a club.
28/01/2021,Michigan,1,4,5,"A woman was killed and four others, including a baby boy, were injured in a drive-by shooting."
27/01/2021,California,0,4,4,Four men were wounded in the early morning at an illegal gambling den.
25/01/2021,"Washington, D.C.",1,4,5,A shooting at a market killed a Virginia Union University student and wounded four others in the Southeast section of the nation's capital.
24/01/2021,Nevada,0,5,5,"Five people were hospitalized in a shooting, two in critical condition."
24/01/2021,Indiana,6,1,7,Six people including a pregnant woman were killed and a teen was injured in a shooting at a house on the northeast side of Indianapolis. The teen suspect (Raymond Childs III) is currently in custody.
22/01/2021,Kentucky,0,5,5,Five people were injured in a shooting at a bar. A suspect was arrested.
21/01/2021,California,1,3,4,"One person died during a shoot-out in East Oakland, while three others were injured. The man who died was hit by a stray bullet."
20/01/2021,Louisiana,0,4,4,Four people were injured in a shooting just outside Crowley city limits.
18/01/2021,Pennsylvania,0,4,4,Four people were wounded in a string of connected shootings at three different locations.
17/01/2021,Arizona,0,5,5,Five men were injured during a shooting near a strip mall. Police think there may have been a shootout.
17/01/2021,Arizona,1,6,7,A shooting at a nightclub killed one and injured six.
16/01/2021,Illinois,0,5,5,Four men and a woman were injured in an early morning shooting after an attendee at a house party opened fire.
16/01/2021,California,0,5,5,Five people were wounded after a shooting in the Tenderloin district.
15/01/2021,Pennsylvania,0,4,4,Four teenagers were injured in a shooting in the Logan neighborhood of North Philadelphia.
11/01/2021,Florida,0,4,4,Four teenagers were shot outside an apartment complex in Brownsville in the third mass shooting in Metropolitan Miami in eight days.
09/01/2021,Texas,1,3,4,"A shooting at a nightclub left one person, a teenager, dead, and three others injured."
09/01/2021,Illinois,6,2,8,A shooting that started in Chicago ended in Evanston left five people dead and two injured before the shooter was shot and killed by police.
07/01/2021,"Washington, D.C.",0,5,5,Three men and two boys were wounded in an evening shooting in Columbia Heights.
06/01/2021,Virginia,1,3,4,A man opened fire on his family killing one man and injuring two women and a teenage boy before fleeing. He was discovered later by officers after dying in a car accident.
06/01/2021,Texas,1,3,4,"Three men attempted to break into a home, and engaged in a gunfight with an occupant. The occupant was killed and two adults and a three-year-old girl were injured."
05/01/2021,Florida,0,5,5,A shootout injured five people near a convenience store in the Palm River-Clair Mel area.
04/01/2021,Florida,0,7,7,Seven people were injured in a shooting.
04/01/2021,Louisiana,0,4,4,"Three men and a fifteen-year-old boy were involved in a shoot-out in the 7th ward, and subsequently wounded by gunfire."
03/01/2021,Florida,0,4,4,Four people were wounded outside a nightclub in the evening.
03/01/2021,Florida,0,8,8,"Six adults and two teenagers were wounded at a basketball court in Little River Park in Northwest Miami-Dade, when two people walked up and opened fire."
03/01/2021,Oregon,0,4,4,Four people were wounded at a private party.
03/01/2021,Texas,1,4,5,"A fight broke out, outside a Midtown Houston nightclub and a man opened fire. Three officers working a second job as security were wounded, along with the shooter, and a woman, who was the mother of the shooter, was killed."
03/01/2021,California,2,2,4,Two people were killed and two injured after another approached the group on foot and opened fire in the city's lower Eastside.
03/01/2021,Louisiana,2,3,5,Two groups of men opened fire at one another in the early morning. Two were killed and three wounded in the shooting.
01/01/2021,Illinois,0,4,4,Four people were wounded in an early morning shooting while at home. Police believe the shooting was targeted.
01/01/2021,Iowa,1,4,5,"A woman was killed and four others injured after a shooting occurred at a house party. Multiple guns fired into the house, and attendees fled and drove themselves to different hospitals."
01/01/2021,Texas,1,3,4,A man was killed and three others injured in an early morning shooting at a shopping center.
01/01/2021,Arkansas,0,7,7,Seven people were wounded in an early morning shooting at an event center hosting a New Year's party after two men in a disagreement shot at each other.
